location,size,total_sqft,bath,price,price_per_sqft
Panathur,2,1125.0,2.0,45.0,4000.0
NRI Layout,3,1789.0,3.0,75.0,4192.286193404137
Hulimavu,2,1021.0,2.0,76.0,7443.682664054848
Ananth Nagar,2,1074.0,2.0,26.85,2500.0
Kalena Agrahara,2,1222.0,2.0,48.0,3927.986906710311
Hennur Road,3,1981.0,3.0,134.0,6764.260474507824
Yelachenahalli,2,1103.0,2.0,55.0,4986.400725294651
other,2,1201.0,2.0,65.0,5412.156536219817
Sarjapur  Road,2,970.0,2.0,36.0,3711.340206185567
Sarjapur,2,920.0,2.0,33.0,3586.9565217391305
Yeshwanthpur,3,1520.0,3.0,85.0,5592.105263157895
other,3,675.0,3.0,75.0,11111.111111111111
Sonnenahalli,3,1268.0,2.0,75.0,5914.826498422713
other,1,660.0,1.0,30.0,4545.454545454545
Harlur,3,1755.0,3.0,115.0,6552.706552706552
Hoskote,2,945.0,2.0,35.0,3703.703703703704
8th Phase JP Nagar,1,500.0,1.0,33.0,6600.0
Harlur,4,2820.0,4.0,153.5,5443.262411347518
Bommenahalli,4,1632.0,3.0,140.0,8578.43137254902
Rachenahalli,2,1167.0,2.0,37.5,3213.367609254499
Domlur,2,1276.0,2.0,80.0,6269.592476489028
Thanisandra,2,1234.0,2.0,51.0,4132.90113452188
Lakshminarayana Pura,2,1180.0,2.0,75.0,6355.932203389831
ISRO Layout,3,1370.0,2.0,87.0,6350.36496350365
Chandapura,2,1015.0,2.0,25.88,2549.753694581281
other,9,1200.0,9.0,230.0,19166.666666666668
Electronic City,3,1400.0,3.0,90.0,6428.571428571428
Whitefield,5,1500.0,6.0,155.0,10333.333333333334
other,2,1050.0,2.0,40.0,3809.5238095238096
Ramagondanahalli,2,1251.0,2.0,46.0,3677.0583533173462
Yeshwanthpur,3,1677.0,3.0,92.13,5493.738819320215
Sarjapur  Road,2,1346.0,2.0,67.38,5005.94353640416
Electronic City Phase II,2,1090.0,2.0,31.48,2888.0733944954127
2nd Stage Nagarbhavi,5,1200.0,4.0,240.0,20000.0
Kanakapura,3,1290.0,2.0,51.1,3961.2403100775196
Rajaji Nagar,5,7514.0,7.0,1500.0,19962.736225712004
Sarjapur  Road,3,1881.0,3.0,145.0,7708.665603402445
Garudachar Palya,2,1150.0,2.0,52.0,4521.739130434783
other,2,,2.0,200.0,
Sarjapur,3,2690.0,3.0,295.0,10966.542750929368
Kanakpura Road,3,1200.0,2.0,42.0,3500.0
other,2,,2.0,40.0,
other,3,2735.0,4.0,340.0,12431.44424131627
other,2,950.0,2.0,65.0,6842.105263157895
Bommasandra Industrial Area,3,1491.0,3.0,40.5,2716.2977867203217
Ramamurthy Nagar,2,1050.0,2.0,51.66,4920.0
Hoodi,3,1660.0,3.0,131.0,7891.566265060241
Nagavarapalya,2,1134.0,2.0,55.0,4850.088183421517
Hebbal,2,1100.0,2.0,60.0,5454.545454545455
Magadi Road,4,800.0,4.0,60.0,7500.0
Anekal,2,1200.0,2.0,36.1,3008.3333333333335
Nagarbhavi,4,1200.0,4.0,240.0,20000.0
other,3,980.0,3.0,80.0,8163.265306122449
other,2,1080.0,2.0,37.8,3499.9999999999995
CV Raman Nagar,1,705.0,2.0,50.0,7092.198581560284
other,3,1200.0,2.0,35.0,2916.6666666666665
Anandapura,2,1200.0,2.0,50.0,4166.666666666667
Talaghattapura,3,1804.0,3.0,127.0,7039.911308203991
other,2,750.0,2.0,20.0,2666.6666666666665
other,2,420.0,1.0,25.0,5952.380952380952
Malleshwaram,4,2800.0,4.0,252.0,9000.0
Battarahalli,2,1090.0,2.0,38.37,3520.1834862385317
R.T. Nagar,2,1500.0,2.0,230.0,15333.333333333334
Electronic City,3,1287.0,3.0,55.0,4273.504273504273
Thigalarapalya,3,2215.0,4.0,157.0,7088.03611738149
Kadubeesanahalli,4,2800.0,4.0,375.0,13392.857142857143
Sarjapur  Road,2,1045.0,2.0,42.15,4033.492822966507
Hormavu,2,1263.0,2.0,47.36,3749.802058590657
Whitefield,3,1431.0,3.0,85.0,5939.902166317261
Dommasandra,2,999.0,2.0,32.9,3293.293293293293
Vittasandra,3,1650.0,3.0,85.5,5181.818181818182
other,3,1535.0,3.0,72.0,4690.553745928339
Marathahalli,4,2524.0,5.0,180.0,7131.537242472266
Kanakpura Road,3,1300.0,3.0,69.0,5307.692307692308
other,3,600.0,3.0,125.0,20833.333333333332
7th Phase JP Nagar,3,2095.0,3.0,150.0,7159.904534606205
Yelahanka New Town,1,284.0,1.0,8.0,2816.9014084507044
Ananth Nagar,1,500.0,1.0,14.0,2800.0
other,2,1265.0,2.0,68.0,5375.494071146245
Kudlu Gate,2,1215.0,2.0,44.96,3700.411522633745
Yelahanka New Town,2,2200.0,2.0,180.0,8181.818181818182
Electronics City Phase 1,2,1028.0,2.0,51.0,4961.089494163424
Hegde Nagar,3,1835.0,2.0,92.0,5013.623978201635
Munnekollal,3,1800.0,3.0,65.0,3611.1111111111113
1st Phase JP Nagar,3,2077.0,3.0,175.0,8425.613866153106
Sarjapur  Road,4,2880.0,3.0,211.0,7326.388888888889
other,6,499.0,5.0,89.0,17835.67134268537
Dasanapura,2,708.0,2.0,31.15,4399.717514124294
Basavangudi,2,1200.0,2.0,120.0,10000.0
Hosakerehalli,2,925.0,2.0,46.25,5000.0
Bannerghatta Road,3,2826.0,3.0,148.0,5237.0842179759375
Kanakpura Road,1,458.0,1.0,33.66,7349.344978165938
other,4,3500.0,4.0,150.0,4285.714285714285
other,4,5400.0,4.0,250.0,4629.62962962963
other,4,1000.0,5.0,200.0,20000.0
Amruthahalli,3,1450.0,2.0,90.0,6206.896551724138
Kasavanhalli,2,1100.0,2.0,65.0,5909.090909090909
Kadubeesanahalli,2,1185.0,2.0,55.0,4641.350210970464
9th Phase JP Nagar,4,1900.0,4.0,80.0,4210.526315789473
TC Palaya,2,1200.0,2.0,70.0,5833.333333333333
other,1,660.0,1.0,35.0,5303.030303030303
Ambedkar Nagar,3,1920.0,4.0,121.0,6302.083333333333
Jalahalli,2,1200.0,2.0,130.0,10833.333333333334
1st Phase JP Nagar,4,4550.0,2.0,240.0,5274.725274725275
Bhoganhalli,2,1205.0,2.0,68.32,5669.709543568464
Haralur Road,2,1200.0,2.0,46.0,3833.3333333333335
Akshaya Nagar,3,1421.0,2.0,73.0,5137.227304714989
6th Phase JP Nagar,3,1250.0,3.0,48.9,3912.0
Whitefield,1,524.0,1.0,29.0,5534.3511450381675
HSR Layout,5,4200.0,5.0,245.0,5833.333333333333
Thubarahalli,3,1540.0,3.0,90.0,5844.1558441558445
Sarjapur  Road,2,984.0,2.0,45.91,4665.650406504065
Rachenahalli,2,985.0,2.0,50.17,5093.401015228426
Whitefield,4,2830.0,4.0,161.0,5689.04593639576
other,2,1140.0,2.0,60.0,5263.1578947368425
5th Block Hbr Layout,5,3600.0,5.0,130.0,3611.1111111111113
Begur Road,3,1410.0,2.0,44.42,3150.354609929078
Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,5058.823529411765
Devanahalli,2,1360.0,2.0,62.425,4590.073529411765
Electronic City,4,1800.0,3.0,700.0,38888.88888888889
Dasarahalli,2,1333.0,2.0,86.65,6500.375093773443
Electronic City,2,1258.0,2.0,85.5,6796.502384737679
other,3,1458.0,2.0,87.0,5967.078189300411
Electronic City,2,1386.0,2.0,85.0,6132.7561327561325
Electronic City Phase II,2,1140.0,2.0,32.92,2887.719298245614
Electronic City,1,550.0,1.0,27.0,4909.090909090909
Lakshminarayana Pura,2,1200.0,2.0,83.0,6916.666666666667
other,2,1081.0,2.0,39.0,3607.7705827937093
Whitefield,4,2135.0,3.0,149.0,6978.922716627635
Whitefield,4,2500.0,4.0,100.0,4000.0
other,2,1178.0,2.0,80.0,6791.171477079796
Devarachikkanahalli,2,991.0,2.0,40.0,4036.326942482341
Gottigere,3,1493.0,2.0,90.0,6028.131279303416
Subramanyapura,3,2495.0,3.0,130.0,5210.420841683367
Kammasandra,2,1080.0,2.0,31.99,2962.037037037037
Dasanapura,2,814.0,2.0,53.0,6511.056511056511
Electronic City,2,1025.0,2.0,50.0,4878.048780487805
Bannerghatta Road,2,1115.0,2.0,61.0,5470.85201793722
Whitefield,4,3075.0,2.0,188.0,6113.821138211382
other,7,1900.0,3.0,162.0,8526.315789473685
Whitefield,3,1760.0,3.0,160.0,9090.90909090909
other,7,4000.0,8.0,150.0,3750.0
Marathahalli,4,3090.0,4.0,350.0,11326.860841423948
other,4,2700.0,4.0,295.0,10925.925925925925
other,2,1175.0,2.0,52.86,4498.723404255319
Hebbal,4,4235.0,5.0,364.0,8595.04132231405
KR Puram,2,1100.0,2.0,45.0,4090.909090909091
Banashankari Stage VI,8,1200.0,7.0,175.0,14583.333333333334
Banashankari,2,1450.0,2.0,50.75,3500.0
6th Phase JP Nagar,3,1810.0,3.0,131.0,7237.5690607734805
other,3,1426.0,2.0,71.0,4978.962131837307
Sector 7 HSR Layout,3,2400.0,2.0,195.0,8125.0
Kalyan nagar,2,1100.0,2.0,70.0,6363.636363636364
Electronic City Phase II,1,650.0,1.0,35.0,5384.615384615385
Old Madras Road,3,1350.0,3.0,47.25,3500.0
Kaikondrahalli,2,900.0,2.0,27.0,3000.0
Billekahalli,2,1360.0,2.0,110.0,8088.235294117647
Yeshwanthpur,1,674.0,1.0,36.85,5467.359050445104
Whitefield,3,1655.0,3.0,110.0,6646.525679758308
other,2,1300.0,2.0,95.0,7307.692307692308
other,1,936.0,1.0,53.0,5662.393162393162
other,2,1277.0,2.0,92.0,7204.385277995301
other,2,1200.0,2.0,54.0,4500.0
Hormavu,2,1015.0,2.0,39.08,3850.246305418719
Budigere,2,1153.0,2.0,60.0,5203.816131830009
Kengeri,2,1035.0,2.0,51.5,4975.84541062802
KR Puram,5,3300.0,3.0,255.0,7727.272727272727
Uttarahalli,2,1150.0,2.0,46.0,4000.0
Malleshwaram,2,1020.0,2.0,80.0,7843.137254901961
Old Madras Road,4,3715.0,6.0,212.5,5720.053835800808
8th Phase JP Nagar,2,1160.0,2.0,95.0,8189.6551724137935
Bisuvanahalli,3,1075.0,2.0,31.0,2883.720930232558
Brookefield,2,1225.0,2.0,72.0,5877.551020408163
Benson Town,4,5000.0,5.0,950.0,19000.0
other,2,1600.0,2.0,160.0,10000.0
Malleshwaram,2,600.0,1.0,90.0,15000.0
other,3,1350.0,3.0,60.0,4444.444444444444
Kanakpura Road,3,1300.0,3.0,69.0,5307.692307692308
Channasandra,2,830.0,2.0,36.28,4371.084337349397
Hennur Road,2,1155.0,2.0,69.18,5989.6103896103905
Sarakki Nagar,4,3126.0,5.0,345.0,11036.468330134358
Jalahalli,2,905.0,2.0,55.0,6077.348066298343
Vijayanagar,3,1375.0,2.0,75.0,5454.545454545455
Electronic City,2,1140.0,2.0,33.84,2968.421052631579
Hormavu,3,1550.0,2.0,60.0,3870.967741935484
Kannamangala,2,957.0,2.0,55.0,5747.126436781609
9th Phase JP Nagar,2,890.0,2.0,45.0,5056.179775280899
KR Puram,4,3000.0,4.0,235.0,7833.333333333333
Electronic City,2,1070.0,2.0,55.0,5140.186915887851
other,5,2400.0,5.0,150.0,6250.0
other,4,2400.0,4.0,595.0,24791.666666666668
Rachenahalli,2,925.0,2.0,37.0,4000.0
Kammasandra,2,1415.0,2.0,60.0,4240.282685512368
other,1,500.0,2.0,80.0,16000.0
Thanisandra,2,1225.0,2.0,37.0,3020.408163265306
Hennur Road,4,2000.0,4.0,90.0,4500.0
Whitefield,1,840.0,1.0,57.0,6785.714285714285
Banashankari Stage III,9,1560.0,9.0,200.0,12820.51282051282
Thanisandra,3,1732.0,3.0,112.0,6466.512702078522
Parappana Agrahara,1,1200.0,1.0,45.0,3750.0
Bhoganhalli,2,1260.0,2.0,69.9,5547.619047619049
other,2,1092.0,2.0,49.0,4487.179487179487
other,2,827.0,2.0,34.0,4111.24546553809
Horamavu Banaswadi,2,1357.0,2.0,54.0,3979.3662490788506
Chamrajpet,2,650.0,1.0,40.0,6153.846153846154
7th Phase JP Nagar,3,1370.0,2.0,54.79,3999.2700729927005
Whitefield,3,1725.0,3.0,106.0,6144.927536231884
Jalahalli,2,1000.0,2.0,70.0,7000.0
TC Palaya,1,1350.0,1.0,55.0,4074.074074074074
7th Phase JP Nagar,4,3200.0,4.0,350.0,10937.5
Bellandur,3,1717.0,3.0,110.0,6406.523005241701
Kanakpura Road,2,700.0,2.0,34.0,4857.142857142857
other,2,800.0,2.0,32.0,4000.0
Rajaji Nagar,3,2367.0,4.0,340.0,14364.17405999155
Sonnenahalli,3,1415.0,2.0,65.0,4593.639575971732
7th Phase JP Nagar,3,1976.0,3.0,145.0,7338.056680161943
Kambipura,2,883.0,2.0,37.01,4191.392978482446
Yelahanka,1,700.0,1.0,38.0,5428.571428571428
Sarjapur,3,1445.0,3.0,50.0,3460.2076124567475
Battarahalli,3,2082.0,3.0,104.0,4995.1969260326605
HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
Thanisandra,2,933.0,2.0,66.0,7073.954983922829
NRI Layout,4,800.0,5.0,95.5,11937.5
Electronic City Phase II,2,1155.0,2.0,57.0,4935.064935064935
Whitefield,2,1130.0,2.0,36.0,3185.8407079646017
Bannerghatta,2,1200.0,2.0,73.2,6100.0
other,2,1055.0,2.0,43.0,4075.829383886256
Rajaji Nagar,3,1555.0,3.0,125.0,8038.585209003216
Bellandur,3,1420.0,3.0,62.0,4366.197183098591
other,3,2214.0,3.0,350.0,15808.491418247515
Devanahalli,1,658.0,1.0,26.91,4089.665653495441
Bhoganhalli,2,896.9,2.0,78.74,8779.128107927305
Giri Nagar,4,4000.0,3.0,750.0,18750.0
KR Puram,2,1035.0,2.0,40.0,3864.7342995169083
Whitefield,4,2064.0,5.0,225.0,10901.162790697674
other,3,1839.0,3.0,160.0,8700.380641653072
Begur Road,2,1200.0,2.0,44.0,3666.6666666666665
Yelahanka New Town,1,488.0,1.0,20.0,4098.360655737705
Banashankari Stage II,3,1200.0,2.0,198.0,16500.0
other,5,2760.0,5.0,140.0,5072.463768115942
other,2,993.0,2.0,42.0,4229.607250755287
Hoodi,2,1225.0,2.0,45.0,3673.469387755102
TC Palaya,2,900.0,2.0,55.0,6111.111111111111
Electronic City,9,1200.0,13.0,150.0,12500.0
Sompura,2,825.0,2.0,32.0,3878.787878787879
Bellandur,4,3596.0,4.0,359.0,9983.314794215796
other,6,1350.0,4.0,203.0,15037.037037037036
Electronic City Phase II,3,1800.0,3.0,92.0,5111.111111111111
other,2,925.0,2.0,100.0,10810.81081081081
Kanakpura Road,2,1167.0,2.0,63.0,5398.457583547558
Sarjapur,2,1150.0,2.0,41.0,3565.217391304348
other,1,650.0,1.0,50.0,7692.307692307692
Sarjapur  Road,1,675.0,1.0,27.0,4000.0
other,2,2260.0,3.0,90.0,3982.3008849557523
other,1,720.0,1.0,32.39,4498.611111111111
Whitefield,3,4800.0,4.0,600.0,12500.0
Yelahanka New Town,2,1100.0,2.0,58.0,5272.727272727273
other,2,550.0,1.0,20.0,3636.3636363636365
Uttarahalli,3,1330.0,2.0,58.0,4360.902255639097
Koramangala,2,1320.0,2.0,160.0,12121.212121212122
Ulsoor,3,1685.0,4.0,185.0,10979.228486646884
other,6,2400.0,5.0,75.0,3125.0
Banashankari,3,1770.0,3.0,108.0,6101.6949152542375
Prithvi Layout,3,2100.0,3.0,125.0,5952.380952380952
Pai Layout,2,1000.0,2.0,42.0,4200.0
Banashankari Stage VI,4,600.0,5.0,105.0,17500.0
Ramamurthy Nagar,4,2916.0,5.0,230.0,7887.517146776406
Kanakpura Road,3,1419.59,2.0,65.0,4578.786832817927
Kodihalli,3,1400.0,3.0,81.0,5785.714285714285
Horamavu Agara,2,750.0,2.0,37.49,4998.666666666667
Bannerghatta,2,1070.0,2.0,87.0,8130.841121495327
Kannamangala,3,1536.0,3.0,107.0,6966.145833333333
Koramangala,3,1710.0,3.0,210.0,12280.701754385966
JP Nagar,3,2400.0,3.0,196.0,8166.666666666667
Electronic City,2,1342.0,2.0,72.0,5365.126676602086
other,3,1600.0,3.0,130.0,8125.0
Kanakapura,1,938.0,1.0,50.0,5330.490405117271
Budigere,3,1820.0,3.0,99.0,5439.56043956044
Bhoganhalli,4,2439.0,4.0,170.0,6970.069700697007
Kanakpura Road,3,1665.0,3.0,78.0,4684.684684684685
Basavangudi,3,1850.0,3.0,150.0,8108.108108108108
Bommanahalli,2,1091.0,2.0,40.0,3666.3611365719526
Sarjapur  Road,2,1346.0,2.0,74.03,5500.0
Rajaji Nagar,3,1720.0,3.0,224.0,13023.255813953489
Brookefield,4,3675.0,4.0,176.0,4789.115646258503
JP Nagar,2,1060.0,2.0,33.95,3202.8301886792456
Whitefield,2,1059.0,2.0,57.0,5382.43626062323
Hebbal,2,1299.0,2.0,97.0,7467.282525019245
Yelahanka,3,1491.0,3.0,85.0,5700.871898054997
Basaveshwara Nagar,2,1200.0,2.0,85.0,7083.333333333333
Yelahanka,4,2088.0,5.0,110.0,5268.199233716475
Hulimavu,1,581.0,1.0,29.0,4991.394148020654
other,2,1296.0,2.0,70.0,5401.234567901234
other,2,1125.0,2.0,55.0,4888.888888888889
Electronic City,3,1275.0,3.0,70.0,5490.196078431372
Kothanur,2,1095.0,2.0,55.0,5022.83105022831
Sarjapur  Road,5,10000.0,4.0,975.0,9750.0
Old Madras Road,2,1330.0,2.0,74.0,5563.909774436091
Marathahalli,2,1135.0,2.0,60.0,5286.343612334802
Whitefield,1,516.0,1.0,39.0,7558.139534883721
other,2,1194.0,2.0,51.0,4271.356783919598
Banaswadi,5,2250.0,5.0,240.0,10666.666666666666
Electronic City,2,770.0,1.0,38.0,4935.064935064935
Sarjapur  Road,4,3930.0,5.0,330.0,8396.946564885497
Chikkalasandra,3,1355.0,3.0,54.2,4000.0
Abbigere,8,3000.0,8.0,150.0,5000.0
Harlur,4,2569.0,4.0,175.0,6811.989100817439
Hebbal,4,3758.0,4.0,450.0,11974.454497072911
Whitefield,2,1116.0,2.0,51.91,4651.433691756272
Bhoganhalli,3,1707.0,3.0,115.0,6736.965436438196
other,5,1200.0,5.0,225.0,18750.0
Sultan Palaya,2,1070.0,2.0,49.0,4579.439252336449
Whitefield,4,6000.0,4.0,410.0,6833.333333333333
Tumkur Road,3,1240.0,2.0,83.0,6693.548387096775
JP Nagar,2,1300.0,2.0,91.65,7050.0
Ambalipura,2,1700.0,2.0,76.0,4470.588235294118
Yeshwanthpur,3,1383.0,2.0,76.18,5508.315256688359
other,5,3000.0,4.0,170.0,5666.666666666667
Electronic City,2,1200.0,2.0,34.65,2887.5
Hulimavu,2,935.0,2.0,45.0,4812.834224598931
Thigalarapalya,3,2072.0,4.0,151.0,7287.644787644787
other,4,2200.0,3.0,225.0,10227.272727272728
Jalahalli,1,615.0,1.0,46.0,7479.674796747968
KR Puram,2,1116.0,2.0,45.0,4032.2580645161293
Whitefield,3,1639.0,3.0,107.0,6528.370957901159
Marathahalli,3,1839.0,3.0,130.0,7069.0592713431215
other,2,1300.0,2.0,63.0,4846.153846153846
Horamavu Agara,1,625.0,1.0,27.0,4320.0
Thanisandra,1,933.0,1.0,61.0,6538.049303322615
Hosur Road,3,2289.0,3.0,180.0,7863.695937090432
Ramamurthy Nagar,3,2316.0,3.0,125.0,5397.2366148531955
Electronic City,2,1005.0,2.0,39.77,3957.213930348259
Horamavu Agara,2,1080.0,2.0,38.0,3518.5185185185187
Munnekollal,7,1200.0,5.0,185.0,15416.666666666666
Vishwapriya Layout,2,910.0,2.0,36.0,3956.043956043956
Hormavu,2,1200.0,2.0,73.0,6083.333333333333
Electronic City,2,1110.0,2.0,39.9,3594.5945945945946
Kothanur,2,1142.0,2.0,56.0,4903.6777583187395
2nd Stage Nagarbhavi,5,4000.0,4.0,240.0,6000.0
Hormavu,3,1800.0,3.0,204.0,11333.333333333334
AECS Layout,2,1005.0,2.0,55.0,5472.636815920398
other,3,1626.6,3.0,133.0,8176.564613303824
Kothanur,2,1074.0,2.0,54.0,5027.932960893855
Basavangudi,2,1230.0,2.0,80.0,6504.065040650406
Electronic City,2,660.0,1.0,23.0,3484.848484848485
other,2,1007.0,2.0,48.0,4766.633565044687
other,4,1050.0,6.0,74.0,7047.619047619048
Whitefield,3,1820.0,3.0,113.0,6208.791208791209
other,2,1100.0,2.0,60.0,5454.545454545455
other,2,1348.0,2.0,100.0,7418.39762611276
Kasavanhalli,2,1230.0,2.0,66.25,5386.178861788618
Horamavu Agara,3,1176.0,2.0,37.62,3198.9795918367345
Uttarahalli,3,1590.0,3.0,57.0,3584.9056603773583
Frazer Town,2,1200.0,2.0,78.0,6500.0
other,2,1298.0,2.0,65.0,5007.704160246533
Hosa Road,2,1161.0,2.0,55.15,4750.215331610681
other,4,1350.0,4.0,175.0,12962.962962962964
other,5,1200.0,5.0,138.0,11500.0
Kothanur,2,1285.0,2.0,60.0,4669.260700389105
Electronic City,3,1644.0,3.0,92.59,5631.995133819952
Kasavanhalli,3,1819.0,3.0,150.0,8246.289169873557
1st Phase JP Nagar,2,1205.0,2.0,85.0,7053.941908713693
Basavangudi,3,2350.0,3.0,300.0,12765.95744680851
Uttarahalli,2,1050.0,2.0,42.0,4000.0
Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,4881.889763779527
9th Phase JP Nagar,3,1240.0,2.0,39.89,3216.935483870968
Jigani,3,1221.0,3.0,70.0,5733.005733005733
other,3,840.0,2.0,35.0,4166.666666666667
Kanakpura Road,2,1339.0,2.0,63.0,4705.003734129948
Thigalarapalya,4,4303.0,5.0,300.0,6971.880083662561
Haralur Road,2,1315.0,2.0,85.0,6463.878326996198
Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,5440.0
Bisuvanahalli,2,850.0,2.0,27.0,3176.470588235294
7th Phase JP Nagar,3,1600.0,2.0,110.0,6875.0
Electronic City,2,1250.0,2.0,62.0,4960.0
other,3,1312.0,2.0,56.5,4306.40243902439
Kadugodi,4,3000.0,4.0,134.0,4466.666666666667
Electronic City Phase II,2,1300.0,2.0,28.0,2153.846153846154
Whitefield,3,1990.0,3.0,98.0,4924.62311557789
other,2,760.0,2.0,38.5,5065.789473684211
Ambedkar Nagar,4,5000.0,4.0,536.0,10720.0
Kadugodi,3,1614.0,2.0,59.0,3655.5142503097895
Judicial Layout,4,1500.0,3.0,162.0,10800.0
other,3,1182.0,2.0,60.1,5084.602368866328
other,2,1053.0,2.0,46.29,4396.011396011396
6th Phase JP Nagar,1,750.0,1.0,105.0,14000.0
Gubbalala,3,2000.0,3.0,125.0,6250.0
Electronic City Phase II,3,1940.0,4.0,116.0,5979.381443298969
Hennur Road,3,1590.0,3.0,105.0,6603.773584905661
other,2,1035.0,2.0,52.79,5100.48309178744
Kothanur,2,1075.0,2.0,53.0,4930.232558139535
TC Palaya,2,900.0,2.0,55.0,6111.111111111111
Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,4920.6349206349205
other,6,1200.0,5.0,260.0,21666.666666666668
Thanisandra,3,1702.0,3.0,107.0,6286.721504112808
Bisuvanahalli,3,1080.0,2.0,65.0,6018.518518518518
Kasavanhalli,2,1189.0,2.0,45.0,3784.6930193439866
Tumkur Road,2,1035.0,2.0,39.0,3768.1159420289855
Hennur Road,2,1200.0,2.0,36.0,3000.0
Mahalakshmi Layout,8,4482.0,6.0,852.0,19009.37081659973
other,3,1200.0,3.0,200.0,16666.666666666668
Kanakpura Road,3,1300.0,3.0,69.0,5307.692307692308
Yelahanka,2,1330.0,2.0,93.65,7041.353383458647
Kaggalipura,3,1210.0,2.0,65.0,5371.900826446281
Chikkalasandra,3,1350.0,2.0,54.2,4014.814814814815
Kaval Byrasandra,3,1900.0,2.0,65.0,3421.0526315789475
Ambedkar Nagar,3,1935.0,4.0,125.0,6459.948320413437
other,3,1410.0,3.0,90.0,6382.978723404255
Narayanapura,2,1469.0,2.0,99.14,6748.8087134104835
Varthur,2,986.0,2.0,30.0,3042.5963488843813
other,3,1460.0,2.0,87.0,5958.904109589041
other,3,1260.0,2.0,85.05,6750.0
Chandapura,3,1345.0,2.0,39.5,2936.8029739776953
Panathur,2,980.0,2.0,57.0,5816.326530612245
Kudlu Gate,2,1164.0,2.0,75.0,6443.298969072165
Subramanyapura,2,929.0,1.0,51.0,5489.773950484392
Kundalahalli,2,1065.0,2.0,70.0,6572.769953051643
Budigere,2,1172.0,2.0,56.725,4840.017064846416
other,3,3000.0,3.0,265.0,8833.333333333334
Electronic City,2,1020.0,2.0,30.27,2967.6470588235293
Gunjur,3,1362.0,3.0,62.63,4598.384728340676
Yeshwanthpur,1,672.0,1.0,36.85,5483.630952380952
Brookefield,3,1746.0,3.0,115.0,6586.483390607102
Electronic City,2,1025.0,2.0,29.6,2887.8048780487807
Harlur,2,1532.0,2.0,65.0,4242.819843342037
other,3,1200.0,2.0,120.0,10000.0
other,2,1250.0,2.0,65.0,5200.0
Thanisandra,2,1188.0,2.0,39.0,3282.8282828282827
Whitefield,4,3565.0,4.0,218.0,6115.007012622721
Marathahalli,2,1170.0,2.0,85.0,7264.957264957265
other,3,1800.0,3.0,150.0,8333.333333333334
other,2,1000.0,2.0,35.0,3500.0
Cooke Town,3,2600.0,3.0,375.0,14423.076923076924
Nagarbhavi,5,1200.0,4.0,240.0,20000.0
Kasturi Nagar,4,2507.0,4.0,155.0,6182.688472277623
Babusapalaya,2,1061.0,2.0,34.0,3204.5240339302545
KR Puram,2,1290.0,2.0,69.0,5348.837209302325
Sarjapur,2,1200.0,2.0,42.6,3550.0
Bharathi Nagar,2,1120.0,2.0,39.29,3508.035714285714
Electronic City,1,418.0,1.0,12.0,2870.813397129187
Sarjapur,3,1333.0,3.0,50.0,3750.9377344336085
Sarjapur  Road,3,1691.0,3.0,119.0,7037.25606150207
Thanisandra,1,747.0,1.0,34.355,4599.062918340026
Koramangala,3,1700.0,3.0,250.0,14705.882352941177
Thanisandra,3,2030.0,4.0,125.0,6157.635467980295
Balagere,2,1012.0,2.0,70.0,6916.99604743083
Kudlu,3,1245.0,2.0,60.0,4819.277108433735
7th Phase JP Nagar,3,1765.0,3.0,118.0,6685.552407932011
Gottigere,2,1110.0,2.0,36.25,3265.765765765766
other,2,967.0,2.0,47.8,4943.1230610134435
Sarjapur,2,1044.0,2.0,36.0,3448.2758620689656
Brookefield,3,1518.0,3.0,80.0,5270.092226613966
KR Puram,3,1300.0,2.0,57.0,4384.615384615385
other,3,1798.0,3.0,73.0,4060.066740823137
KR Puram,2,866.28,2.0,36.38,4199.565960197628
Whitefield,4,3410.0,5.0,253.0,7419.354838709677
Singasandra,2,1179.0,2.0,56.0,4749.787955894826
Rajaji Nagar,5,3600.0,5.0,510.0,14166.666666666666
Uttarahalli,2,1125.0,2.0,48.0,4266.666666666667
other,3,2098.0,3.0,210.0,10009.532888465204
other,3,2400.0,3.0,270.0,11250.0
Haralur Road,3,1976.0,3.0,92.0,4655.87044534413
5th Phase JP Nagar,2,1190.0,2.0,61.8,5193.27731092437
other,3,1800.0,3.0,192.0,10666.666666666666
Jakkur,3,1761.0,3.0,84.52,4799.545712663259
Cooke Town,3,1700.0,3.0,120.0,7058.823529411765
Ramamurthy Nagar,4,900.0,4.0,70.0,7777.777777777777
Electronic City,2,1128.0,2.0,64.8,5744.68085106383
other,3,2000.0,3.0,85.0,4250.0
Electronic City,3,1220.0,2.0,35.25,2889.344262295082
other,1,509.0,1.0,20.0,3929.2730844793714
Ambedkar Nagar,3,1852.0,4.0,122.0,6587.473002159827
Varthur,2,1045.0,2.0,40.65,3889.9521531100477
other,4,3535.0,4.0,215.0,6082.036775106082
Marathahalli,2,1102.0,2.0,53.67,4870.235934664247
other,4,1800.0,3.0,82.0,4555.555555555556
Hebbal Kempapura,3,1436.0,2.0,75.0,5222.841225626741
