location,size,total_sqft,bath,price
Ittamadu,3,1600.0,3.0,100.0
Electronic City,2,1060.0,2.0,55.0
Horamavu Banaswadi,2,1272.0,2.0,50.0
Kanakpura Road,2,1296.0,2.0,105.0
Dollars Colony,4,2100.0,3.0,280.0
Karuna Nagar,3,1945.0,3.0,115.0
Chandapura,3,1033.0,2.0,30.47
Stage-4 Bommanahalli,3,2300.0,2.0,69.0
Gunjur Palya,2,1235.0,2.0,52.76
3rd Block Koramangala,3,2100.0,3.0,270.0
2nd Phase JP Nagar,2,850.0,2.0,42.5
Subramanyapura,3,1880.0,3.0,110.0
1st Block Jayanagar,4,2450.0,4.0,368.0
Kenchenahalli,2,1060.0,2.0,52.0
Hennur Road,3,2041.0,3.0,138.0
Hulimavu,2,1050.0,2.0,125.0
Vasanthapura,2,1037.0,2.0,36.28
"Electronic city phase 1, ",2,1150.0,2.0,39.0
LB Shastri Nagar,2,1184.0,2.0,62.0
Sarjapur  Road,3,1680.0,3.0,126.0
Thanisandra,3,1411.0,3.0,100.0
Hosa Road,5,900.0,5.0,55.0
Kanakpura Road,2,900.0,2.0,41.0
Jakkur Plantation,4,3500.0,4.0,320.0
Thanisandra,3,1702.0,3.0,120.0
Yelahanka,2,1185.0,2.0,45.0
Kanakpura Road,3,1300.0,3.0,64.0
Lavakusha Nagar,3,1545.0,3.0,65.0
6th Phase JP Nagar,3,1515.0,2.0,135.0
Jigani,3,1300.0,3.0,55.0
JP Nagar,2,1107.0,2.0,57.0
Old Madras Road,3,1720.0,3.0,106.0
Kuvempu Nagar,3,1540.0,3.0,150.0
Bannerghatta Road,2,1000.0,2.0,44.5
Electronic City,1,710.0,1.0,40.42
Thanisandra,2,1100.0,2.0,38.0
Sri Balaji Krupa Layout,4,3200.0,4.0,270.0
Domlur Layout,2,900.0,2.0,160.0
Bannerghatta Road,2,1250.0,2.0,48.0
Kaggadasapura,5,2400.0,4.0,130.0
Hegde Nagar,3,1584.01,3.0,104.0
Vasanth nagar,4,875.0,4.0,150.0
Kammasandra,4,1200.0,6.0,60.0
Kaggadasapura,3,1485.0,2.0,70.0
Hennur Road,3,1100.0,2.0,78.0
8th Phase JP Nagar,2,1245.0,2.0,59.0
Hennur Road,4,1880.0,4.0,154.0
Frazer Town,3,2214.0,3.0,350.0
Anathanagar,2,1050.0,2.0,45.0
Vishveshwarya Layout,4,600.0,4.0,95.0
Bannerghatta Road,3,1640.0,3.0,105.0
Basavanapura,2,1165.0,2.0,65.0
Kengeri Satellite Town,2,1110.0,2.0,43.0
vinayakanagar,7,1200.0,5.0,200.0
St. John's Road,4,4000.0,4.0,630.0
Uttarahalli,4,4500.0,4.0,150.0
Jaraganahalli Jp Nagar Post,4,600.0,4.0,65.0
Haralur Road,2,1300.0,2.0,75.0
adigondanhalli,2,1200.0,1.0,42.0
Hennur Road,2,1232.0,2.0,69.61
Jalahalli,3,1704.0,3.0,94.36
7th Phase JP Nagar,3,1275.0,2.0,88.0
Sarjapur  Road,3,1222.0,2.0,68.0
Varthur,2,1155.0,2.0,39.0
Electronic City,2,1000.0,2.0,29.95
Horamavu Banaswadi,2,1200.0,2.0,45.0
Yelahanka,3,1517.0,3.0,71.28
Horamavu Agara,2,1166.0,2.0,37.29
Electronic City,2,870.0,2.0,24.0
5th Phase JP Nagar,5,4000.0,5.0,170.0
Rajaji Nagar,4,1350.0,4.0,230.0
Yelahanka,4,3019.0,6.0,190.0
Whitefield,3,1345.0,3.0,58.0
Dommasandra,3,900.0,3.0,75.0
EPIP Zone,4,3800.0,5.0,170.0
Chandapura,3,971.0,2.0,38.0
Hennur,2,1255.0,2.0,52.32
EPIP Zone,2,1810.0,2.0,65.0
"Whitefield, ",2,1300.0,2.0,58.0
Thanisandra,2,1185.0,2.0,45.0
Pattandur Agrahara,2,1350.0,2.0,68.0
Budigere,3,1590.0,3.0,76.16
Thyagaraja Nagar,7,3000.0,6.0,180.0
Brookefield,4,1560.0,3.0,149.0
Somasundara Palya,3,1650.0,3.0,126.0
Off Bannergatta Road,3,1645.0,3.0,87.0
Hennur Road,3,1748.0,3.0,103.0
Channasandra,3,1200.0,3.0,67.77
Kengeri Satellite Town,2,1170.0,2.0,50.0
Sarjapur  Road,4,3420.0,4.0,225.0
Hulimavu,3,1320.0,2.0,65.0
Bhoganhalli,3,1610.0,3.0,84.53
Frazer Town,3,1870.0,3.0,180.0
Sarjapur  Road,3,1510.0,2.0,110.0
Kammagondahalli,6,2700.0,7.0,110.0
Kanakapura  Rod,3,1305.0,2.0,45.68
Mahadevpura,3,1500.0,2.0,70.0
Indira Nagar,2,1149.0,2.0,130.0
Thanisandra,4,1948.0,4.0,129.0
Margondanahalli,3,1448.0,3.0,70.0
Sarjapur  Road,2,1242.0,2.0,78.0
Sonnenahalli,2,1268.0,2.0,58.0
Ramamurthy Nagar,2,1101.0,2.0,50.0
Kallumantapa,2,1255.0,2.0,65.0
Gunjur,3,1362.0,3.0,62.63
Sarjapur  Road,3,984.0,3.0,140.0
Hosa Road,2,1089.0,2.0,32.67
Byrathi Village,2,800.0,1.0,95.0
Uttarahalli,3,1345.0,2.0,57.0
Thanisandra,8,3600.0,9.0,125.0
Krishna Nagar,4,1650.0,2.0,140.0
Kaggalipura,2,950.0,2.0,45.0
HBR Layout,2,1068.0,2.0,43.0
Yelahanka New Town,2,860.0,1.0,31.0
Kengeri,8,3000.0,5.0,130.0
Yelahanka,3,1756.0,3.0,66.73
Whitefield,2,1205.0,2.0,41.0
Hoodi,8,1120.0,8.0,155.0
Banashankari,3,1800.0,3.0,125.0
Ashok Nagar,4,8321.0,5.0,2912.0
Hormavu,3,1604.0,3.0,68.0
Old Airport Road,4,2732.0,4.0,204.0
Chandapura,2,1015.0,2.0,25.88
Banashankari,3,1200.0,2.0,42.0
Ananth Nagar,2,1010.0,2.0,38.0
Nagarbhavi,2,1250.0,3.0,170.0
Doddakallasandra,2,1010.0,2.0,41.0
Yelahanka,2,1050.0,2.0,33.1
Harlur,3,1710.0,3.0,85.0
Mysore Road,3,1248.52,3.0,115.0
Attibele,1,410.0,1.0,10.0
Bannerghatta Road,3,1656.0,2.0,62.93
Naganathapura,3,1451.0,3.0,68.0
Giri Nagar,6,1200.0,3.0,175.0
JP Nagar,2,1250.0,2.0,93.0
Meenakunte,3,4395.0,3.0,240.0
Hebbal,4,4600.0,6.0,650.0
Sonnenahalli,3,1340.0,2.0,42.0
Abbaiah Reddy Layout,2,1100.0,2.0,38.5
Whitefield,4,6000.0,6.0,700.0
 Devarachikkanahalli,3,1700.0,3.0,71.0
Yelahanka,6,1200.0,5.0,150.0
KR Puram,2,1096.0,2.0,43.0
Electronic City Phase II,2,1160.0,2.0,33.5
"Sarjapur Road, ",3,1936.0,3.0,139.0
Nehru Nagar,3,1269.0,2.0,63.0
Richmond Road,3,3500.0,3.0,630.0
Panathur,3,1586.0,3.0,125.0
Rajaji Nagar,2,1376.0,2.0,124.0
Kanakpura Road,3,1452.0,3.0,56.5
Hosa Road,3,1538.0,3.0,107.0
Hosur Road,3,1427.0,2.0,130.0
Upadhyaya Layout,2,935.0,2.0,40.0
Ashwath Nagar,2,1220.0,2.0,65.0
Harlur,2,1197.0,2.0,77.0
Varthur,2,674.0,1.0,19.9
Kengeri,1,410.0,1.0,15.0
Thanisandra,3,1573.0,3.0,90.0
Dodda Nekkundi,2,1135.0,2.0,58.0
Huskur,3,1400.0,2.0,40.43
Agrahara Dasarahalli,1,1200.0,1.0,65.0
Ittamadu,3,1800.0,3.0,95.0
Avalahalli,3,2045.0,3.0,108.0
Sonnenahalli,2,1268.0,2.0,56.0
Kambipura,2,883.0,2.0,39.0
Yelahanka,3,1600.0,3.0,100.0
Thanisandra,2,1056.0,2.0,70.0
Jigani,10,1200.0,11.0,105.0
Whitefield,4,4500.0,4.0,330.0
KR Puram,2,1204.0,2.0,58.0
Tejaswini Nagar,3,1410.0,2.0,54.0
Hennur Road,2,1460.0,2.0,80.3
Dodda Nekkundi,2,1100.0,2.0,41.18
Govindapura,2,1310.0,2.0,88.0
Sector 2 HSR Layout,3,1600.0,3.0,90.0
Lottegolla Halli,2,1250.0,2.0,55.0
Sarjapur  Road,3,1665.0,3.0,74.93
Uttarahalli,3,1345.0,2.0,57.0
Hosahalli Extension,5,2000.0,5.0,240.0
Singasandra,2,1416.0,2.0,67.0
HSR Layout,2,1145.0,2.0,46.0
Munnekollal,10,7200.0,10.0,200.0
Jigani,3,1231.0,3.0,58.0
Yelahanka,3,1664.0,3.0,73.95
TC Palaya,3,2000.0,3.0,76.0
Rajiv Nagar,2,972.0,2.0,43.0
3rd Phase JP Nagar,4,4500.0,4.0,345.0
Bellandur,2,1185.0,2.0,47.39
Green Glen Layout,3,1750.0,3.0,81.0
Byadarahalli,3,3155.0,4.0,316.0
Balagere,2,1007.0,2.0,68.0
Rajaji Nagar,3,1700.0,3.0,200.0
Whitefield,2,1250.0,2.0,85.0
Telecom Layout,2,1200.0,2.0,54.0
Horamavu Agara,2,994.0,2.0,42.28
Ramamurthy Nagar,2,1150.0,2.0,40.0
Thanisandra,2,1220.0,2.0,46.0
Hennur Gardens,2,1441.0,2.0,115.0
Old Madras Road,2,1157.0,2.0,47.32
RPC layout,6,1300.0,6.0,150.0
Thigalarapalya,2,1400.0,2.0,105.0
Tindlu,3,1370.07,3.0,65.0
Magadi Road,5,1200.0,4.0,130.0
Judicial Layout,2,900.0,2.0,40.0
Kodipalya,1,418.0,1.0,17.0
Vishwapriya Nagar,3,1200.0,3.0,80.0
ISRO Layout,2,1200.0,2.0,43.0
Talaghattapura,2,1062.0,2.0,42.48
Kanakpura Road,2,1120.0,2.0,51.0
Bannerghatta Road,2,1012.0,2.0,44.0
Postal Colony,3,1500.0,2.0,200.0
ISRO Layout,4,950.0,4.0,180.0
Kadabagere,2,675.0,2.0,13.5
Kanakpura Road,2,1430.0,2.0,78.0
Channasandra,3,1195.0,2.0,56.0
Old Madras Road,3,2640.0,5.0,150.0
Bisuvanahalli,3,1075.0,2.0,42.0
Hennur Road,3,1570.0,3.0,75.99
Kammanahalli,6,782.0,4.0,85.0
Sonnenahalli,2,1011.0,2.0,59.0
7th Phase JP Nagar,3,1450.0,2.0,102.0
Sarjapur  Road,2,1129.0,2.0,69.0
Sarjapura - Attibele Road,2,1126.0,2.0,36.0
Attibele,3,1200.0,3.0,110.0
Sarjapur  Road,3,1180.0,2.0,45.0
1st Block HRBR Layout,3,600.0,4.0,125.0
Bannerghatta,4,940.0,4.0,45.0
Hennur Road,3,1933.0,3.0,140.0
TC Palaya,2,1082.0,2.0,64.0
LB Shastri Nagar,8,2400.0,8.0,250.0
Anwar Layout,1,610.0,1.0,28.0
Raja Rajeshwari Nagar,4,1560.0,4.0,160.0
Kathriguppe,3,1300.0,3.0,77.99
Kudlu Gate,4,3850.0,6.0,205.0
CV Raman Nagar,2,1125.0,2.0,46.0
Bileshivale,6,2400.0,7.0,107.0
Kengeri Satellite Town,2,777.4,2.0,25.0
Battarahalli,4,2500.0,3.0,65.0
Old Airport Road,3,1798.0,3.0,150.0
Dodda Nekkundi Extension,3,1864.0,3.0,120.0
Whitefield,2,1115.0,2.0,51.91
Kengeri,1,400.0,1.0,25.0
Rajaji Nagar,2,1200.0,2.0,70.0
Ananth Nagar,2,992.0,2.0,24.8
Jakkasandra Extension,2,950.0,2.0,57.0
R.T. Nagar,4,1500.0,4.0,185.0
Bellandur,2,1200.0,2.0,62.0
GM Palaya,3,1735.0,3.0,70.0
BTM 2nd Stage,3,1750.0,3.0,172.0
HSR Layout,2,1009.0,2.0,56.0
Jalahalli,3,1470.0,2.0,102.0
Bannerghatta Road,3,1527.0,3.0,115.0
Singapura Village,2,985.0,2.0,45.0
Chandapura,4,3300.0,4.0,135.0
Whitefield,2,1277.0,2.0,77.0
Nallurhalli,2,1100.0,2.0,62.0
Whitefield,3,1820.0,3.0,140.0
Puttanahalli,4,1530.0,3.0,87.0
Banashankari,3,1886.0,3.0,205.0
Chandra Layout,3,1200.0,2.0,190.0
Jakkur,3,1880.0,4.0,110.0
Hennur,2,1255.0,2.0,52.35
Kanakpura Road,2,700.0,2.0,36.0
Somasundara Palya,2,1140.0,2.0,46.0
Electronic City Phase II,2,1025.0,2.0,29.6
Whitefield,4,3453.0,4.0,247.0
Uttarahalli,3,1490.0,2.0,59.6
Akshaya Vana,4,1200.0,4.0,165.0
Sarjapur  Road,3,1850.0,3.0,140.0
Kaikondrahalli,2,1250.0,2.0,78.0
Kamakya Layout,4,2400.0,3.0,108.0
Kodihalli,4,3522.0,5.0,716.0
Jalahalli,2,1244.0,2.0,88.0
Kumaraswami Layout,4,623.0,4.0,75.0
Kengeri Satellite Town,2,1025.0,2.0,28.57
Sarjapur  Road,2,1034.0,2.0,38.0
Kengeri Satellite Town,3,1191.0,2.0,33.34
Kasavanhalli,3,1719.0,3.0,71.0
7th Phase JP Nagar,2,1035.0,2.0,39.33
2nd Stage Nagarbhavi,4,1500.0,3.0,230.0
Hosa Road,3,1470.0,2.0,84.22
Yelahanka,2,1140.0,2.0,50.66
Harlur,3,1752.12,3.0,125.0
BTM 1st Stage,6,600.0,6.0,80.0
2nd Stage Nagarbhavi,4,600.0,3.0,84.0
Old Madras Road,3,2990.0,3.0,170.0
Bannerghatta Road,3,1660.0,3.0,85.0
Electronic City,3,1275.0,3.0,63.43
Bommasandra Industrial Area,3,1365.0,3.0,52.81
"MEI layout, Bagalgunte",3,1200.0,2.0,90.0
Kanakpura Road,3,2546.0,3.0,170.0
Banashankari Stage VI,3,1392.0,3.0,69.46
Whitefield,2,1245.0,2.0,59.76
Rayasandra,5,1200.0,3.0,65.0
Yeshwanthpur,2,1162.0,2.0,64.08
Singasandra,3,1476.0,2.0,73.0
KR Puram,1,700.0,1.0,21.5
Gnana Bharathi,6,3600.0,6.0,170.0
Jigani,2,943.0,2.0,48.0
Pai Layout,2,1150.0,2.0,170.0
Sarjapur  Road,2,1113.0,2.0,44.5
Varthur,3,1615.0,3.0,69.43
Keshava Nagar,2,1279.0,2.0,100.0
Kacharakanahalli,2,1256.0,2.0,60.0
Benson Town,3,1805.0,3.0,280.0
Sompura,3,1350.0,3.0,65.0
SRINIVASAPURA,3,1525.0,3.0,68.63
Rajaji Nagar,2,1357.0,2.0,123.0
Hebbal,3,1645.0,3.0,117.0
Ardendale,3,1777.26,3.0,92.0
Bisuvanahalli,2,845.0,2.0,32.0
Sidedahalli,2,900.0,2.0,25.0
Varthur,2,1210.0,2.0,64.15
Electronic City Phase II,2,829.0,2.0,22.8
Sarjapur  Road,3,1879.0,3.0,155.0
Hosur Road,3,1250.0,2.0,50.0
Jeevanhalli,4,1200.0,2.0,35.0
Marathahalli,3,1108.0,2.0,60.0
Kanakpura Road,3,1401.0,3.0,69.0
Sarjapur  Road,3,1157.0,2.0,75.0
Ramamurthy Nagar Extension,2,1185.0,2.0,42.66
Green Glen Layout,3,1751.0,3.0,115.0
Mahalakshmi Puram,5,1550.0,3.0,250.0
Bannerghatta Road,3,1880.0,3.0,96.5
Whitefield,3,1322.5,3.0,40.985
Channasandra,2,1175.0,2.0,38.0
Jalahalli,2,1407.0,2.0,98.49
Yelachenahalli,2,1000.0,2.0,50.0
Electronic City,3,1518.0,3.0,75.0
"Gubbi Cross, Hennur Main Road",4,3600.0,4.0,300.0
Tumkur Road,2,1027.0,2.0,67.0
Dairy Circle,4,3730.0,6.0,430.0
HSR Layout,2,1145.0,2.0,46.0
Rajaji Nagar,2,1260.0,2.0,113.0
Begur Road,3,1500.0,2.0,47.25
Varthur,3,1737.0,2.0,57.32
Byrathi Village,3,1600.0,4.0,120.0
Hegde Nagar,3,1500.0,3.0,135.0
Sabari Nagar,2,1120.0,2.0,60.0
Banashankari Stage V,3,1200.0,4.0,240.0
Hennur Road,2,1030.0,2.0,46.5
Gubbalala,6,2500.0,6.0,88.0
Kammasandra,2,1057.0,2.0,35.0
Old Airport Road,4,2774.0,4.0,208.0
Thanisandra,2,1460.0,2.0,38.5
Hormavu,2,1075.0,2.0,53.7
Mysore Road,3,1080.0,2.0,60.0
Kodihalli,4,3626.0,5.0,788.0
Ashraya Layout,6,5100.0,7.0,225.0
Singasandra,2,1139.7,2.0,45.0
Whitefield,2,1074.0,2.0,42.8
Whitefield,2,1200.0,2.0,46.13
Sarjapur  Road,4,2425.0,5.0,175.0
Sarjapur  Road,2,1323.0,2.0,74.0
Hennur Road,2,1232.0,2.0,69.61
Kalena Agrahara,2,900.0,2.0,40.0
Sarjapura - Attibele Road,1,740.0,1.0,23.65
Hebbal,3,1920.0,3.0,134.0
Bannerghatta Road,3,1550.0,3.0,96.0
Gunjur,3,1588.0,2.0,90.0
Rajaji Nagar,3,2300.0,4.0,240.0
R.T. Nagar,9,3600.0,8.0,165.0
"Thanisandra Main Road, ",2,1308.0,2.0,86.0
Hennur,3,1340.0,2.0,54.27
Kogilu,10,3280.0,9.0,450.0
Infantry Road,4,2170.0,3.0,265.0
Thanisandra,3,1719.0,3.0,135.0
Horamavu Agara,2,1107.83,2.0,41.51
Whitefield,2,1200.0,2.0,45.84
Electronic City,1,1090.0,2.0,31.48
Sarvabhouma Nagar,5,1500.0,5.0,210.0
Jakkur,3,1660.0,3.0,104.0
Nagavara,2,1247.0,2.0,58.56
Thanisandra,3,1595.0,3.0,96.0
Kaggadasapura,2,1175.0,2.0,50.0
9th Phase JP Nagar,8,1200.0,8.0,135.0
Old Airport Road,2,1184.0,2.0,78.0
Byrasandra,2,1100.0,2.0,55.0
Kaval Byrasandra,2,935.0,2.0,78.0
Yelahanka,2,1200.0,2.0,60.0
Rajaji Nagar,5,2400.0,5.0,408.0
Neelamangala,2,1000.0,2.0,45.0
Uttarahalli,2,1000.0,2.0,52.0
Yelahanka,3,1705.0,3.0,85.0
Tumkur Road,3,1060.0,2.0,58.3
Chikka Tirupathi,4,2325.0,4.0,120.0
Kammagondahalli,3,1347.0,2.0,55.0
Kathreguppe,8,1200.0,8.0,250.0
Varthur,2,1402.0,2.0,95.0
Whitefield,3,2280.0,4.0,125.0
Whitefield ECC Road,2,1225.0,2.0,71.05
5th Phase JP Nagar,2,1080.0,2.0,53.0
Koppa,7,4000.0,7.0,90.0
Lavelle Road,3,1919.0,3.0,300.0
Begur Road,2,1100.0,2.0,42.6
Sarjapur  Road,4,2500.0,4.0,225.0
Bannerghatta Road,2,1200.0,2.0,78.0
Begur Road,3,1565.0,2.0,57.91
Maruthi nagar kogilu,2,1200.0,3.0,78.0
Kothanur,3,1581.0,3.0,76.0
Whitefield,4,2882.0,5.0,200.0
TC Palaya,5,1440.0,5.0,97.0
Krishna Reddy Layout,3,2180.0,3.0,273.0
Nagasandra,4,7000.0,8.0,450.0
Abbigere,2,985.0,2.0,38.92
Sarjapur,2,950.0,2.0,35.0
Jai Bheema Nagar,2,1339.0,2.0,55.0
Ayappa Nagar,3,1449.0,3.0,72.0
Chikkasandra,4,1200.0,4.0,180.0
Brindavan Layout,2,1100.0,2.0,38.68
Hoskote,2,1003.5,2.0,28.095
Kaval Byrasandra,3,2700.0,3.0,200.0
Billamaranahalli,2,1100.0,2.0,55.0
Electronic City,2,1140.0,2.0,32.92
Sarjapur,3,3009.0,3.0,330.0
Hanumantha Nagar,8,3300.0,8.0,310.0
Chandapura,2,800.0,1.0,30.0
Chikkabanavar,5,2000.0,4.0,65.0
Prasanti Nagar,4,1200.0,4.0,190.0
3rd Block Hrbr Layout,2,1300.0,2.0,95.0
Kanakpura Road,2,1220.0,2.0,60.0
Sarjapur  Road,3,2289.0,3.0,178.0
Whitefield,2,1170.0,2.0,56.0
Vignana Nagar,2,1350.0,2.0,89.5
Kambipura,2,883.0,2.0,45.0
Thanisandra,3,1698.0,3.0,125.0
Electronic City Phase II,4,2187.5,4.0,105.0
Ambalipura,2,1060.0,2.0,58.5
Somasundara Palya,2,1185.0,2.0,75.0
Padmanabhanagar,3,2051.0,3.0,180.0
Vittasandra,2,1404.0,2.0,72.0
Electronic City Phase II,2,1252.0,2.0,67.0
Bannerghatta Road,3,1885.0,3.0,125.0
Kaikondrahalli,6,3381.0,6.0,225.0
Hormavu,2,980.0,2.0,42.0
Rajaji Nagar,3,2500.0,3.0,340.0
Banashankari,3,1420.0,3.0,66.0
Medahalli,6,1166.0,6.0,135.0
"Banasawadi, ",3,2312.0,3.0,156.0
Kaggadasapura,4,3000.0,4.0,130.0
Jayamahal,2,1175.0,2.0,70.0
Vinayaka Nagar,2,1145.0,2.0,51.0
Bhoganhalli,2,970.0,2.0,52.5
Electronic City,2,1125.0,2.0,32.49
Whitefield,3,1639.5,3.0,92.63
9th Phase JP Nagar,4,5000.0,4.0,300.0
3rd Block Jayanagar,3,2150.0,3.0,240.0
Ramagondanahalli,3,1635.0,3.0,57.0
Harlur,3,3425.0,3.0,320.0
Hennur Road,4,2950.0,4.0,253.0
Jalahalli,1,1200.0,2.0,66.0
Kathriguppe,3,1335.0,2.0,73.43
Hebbal,4,4450.0,6.0,449.0
Yeshwanthpur,2,1166.0,2.0,64.08
Rajaji Nagar,3,2390.0,3.0,372.0
Shivaji Nagar,3,1460.0,2.0,90.0
Gulimangala,3,1690.0,3.0,50.0
Nagashetty Halli,4,1386.0,3.0,93.0
Devasandra Extension,2,1090.0,2.0,32.0
Thanisandra,3,1732.0,3.0,85.73
Whitefield,2,1390.0,2.0,72.0
Sector 2 HSR Layout,2,1095.0,2.0,85.41
Kengeri,1,416.0,1.0,17.19
Channasandra Layout,3,2400.0,2.0,50.0
Yelahanka,3,1350.0,2.0,85.0
Bannerghatta Road,3,1453.0,2.0,73.0
Thanisandra,2,1226.0,2.0,65.0
Kasturi Nagar,4,784.0,2.0,165.0
Hegde Nagar,3,1168.0,2.0,68.0
Bannerghatta,3,1776.0,3.0,124.0
Whitefield,3,1634.0,3.0,68.0
Hormavu,2,860.0,2.0,56.0
Kamala Nagar,3,2800.0,3.0,400.0
Nagasandra,3,1650.0,3.0,95.0
Whitefield,2,1190.0,2.0,70.0
JP Nagar,2,1133.0,2.0,33.99
Suraksha Nagar,3,1559.0,3.0,62.0
Horamavu Banaswadi,3,1448.0,4.0,118.0
Sathya Sai Layout,4,6652.0,6.0,510.0
Kodichikkanahalli,2,976.0,2.0,50.0
Bank Of Baroda Colony,4,1350.0,4.0,240.0
Yelahanka,3,1590.0,2.0,54.0
Binny Pete,4,2940.0,6.0,201.0
Yelahanka,3,1633.0,3.0,110.0
Ramagondanahalli,2,1151.0,2.0,46.0
Kereguddadahalli,3,1400.0,2.0,42.0
Uttarahalli,2,1037.0,2.0,36.0
Thanisandra,2,1188.0,2.0,36.0
Raja Rajeshwari Nagar 5th Stage,2,1060.0,2.0,52.0
Thigalarapalya,3,2215.0,4.0,162.0
Hennur,2,1255.0,2.0,54.5
Ganesha Block,3,2500.0,2.0,300.0
Hormavu,2,1075.0,2.0,53.7
Harlur,4,2569.0,5.0,180.0
ITPL,2,900.0,2.0,27.0
Kudlu Gate,2,1183.0,2.0,79.54
HSR Layout,2,1100.0,2.0,44.0
GM Palaya,3,1643.0,2.0,70.0
Banagiri Nagar,3,1500.0,2.0,120.0
Jakkur,2,1291.0,2.0,75.0
Hennur,3,1150.0,3.0,80.0
Electronic City,2,1060.0,2.0,55.0
7th Phase JP Nagar,3,1575.0,2.0,110.0
BHEL Layout,5,1200.0,4.0,160.0
Byrathi Village,4,1700.0,3.0,55.0
Mahadevpura,2,1236.0,2.0,58.0
Ramamurthy Nagar,3,1350.0,2.0,39.0
Malleshwaram,3,2475.0,4.0,326.0
Pai Layout,6,3800.0,6.0,175.0
Haralur Road,4,4694.0,5.0,375.0
Electronic City,2,1200.0,2.0,34.66
Hulimavu,4,1200.0,4.0,75.0
Harlur,2,1225.0,2.0,56.0
Thanisandra,2,1056.0,2.0,75.0
9th Phase JP Nagar,3,1240.0,2.0,42.85
Banashankari,3,1200.0,3.0,74.52
Kudlu Gate,3,1850.0,3.0,110.0
Amblipura,4,3150.0,4.0,180.0
Naganathapura,1,1200.0,1.0,39.82
Dodda Banaswadi,4,1018.0,4.0,150.0
Konena Agrahara,5,3520.0,6.0,460.0
Chandapura,3,1185.0,2.0,30.22
Jigani,2,918.0,2.0,56.0
GD Layout,3,1330.0,2.0,68.0
Munnekollal,3,1540.0,2.0,70.0
Lakshminarayana Pura,2,1200.0,2.0,80.0
Sunkan palya,2,927.0,2.0,37.0
Sarjapur,4,2585.5,4.0,115.0
CV Raman Nagar,3,1400.0,2.0,78.0
Hosur Road,2,1345.0,2.0,106.0
1st Phase JP Nagar,4,1900.0,3.0,400.0
8th Phase JP Nagar,2,1510.0,2.0,80.0
Malleshwaram,2,302.0,2.0,25.0
ITPL,3,1500.0,3.0,61.52
Yelahanka,1,827.5,1.0,42.535
Vidyaranyapura,3,1100.0,2.0,72.0
Sunkadakatte,3,1200.0,3.0,68.0
Kanakpura Road,3,1100.0,3.0,53.0
Hormavu,4,2282.0,4.0,115.0
Jayanti Nagar,2,760.0,2.0,37.49
Sarjapur,3,2172.0,3.0,100.0
Yeshwanthpur Industrial Suburb,6,3800.0,6.0,390.0
Kumaraswami Layout,4,600.0,2.0,72.0
8th Phase JP Nagar,3,3300.0,3.0,165.0
Thubarahalli,3,1242.0,3.0,51.0
Moodalapalya,1,410.0,1.0,48.0
Uttarahalli,3,1245.0,2.0,43.58
Kadugodi,2,1088.0,2.0,44.0
Sahakara Nagar,2,1200.0,2.0,46.0
TC Palaya,3,1995.0,3.0,100.0
Haralur Road,2,1309.0,2.0,82.0
BTM 1st Stage,3,1717.0,3.0,200.0
7th Phase JP Nagar,3,2100.0,3.0,200.0
Gayathri Nagar,2,880.0,1.0,90.0
Abbigere,6,1200.0,6.0,95.0
Maruthi Nagar,3,1250.0,3.0,42.0
Hebbal,3,3520.0,5.0,240.0
5th Phase JP Nagar,2,1041.0,2.0,54.0
Sarjapur  Road,3,1505.0,2.0,60.0
Bannerghatta,3,1776.0,3.0,150.0
Bellandur,3,1767.0,3.0,89.0
Rajiv Gandhi Nagar,2,1293.0,2.0,80.0
Kengeri,2,1320.0,2.0,50.0
Bhuvaneshwari Nagar,2,1280.0,2.0,68.48
Thanisandra,2,1245.0,2.0,83.05
Haralur Road,2,1027.0,1.0,44.0
Yelenahalli,2,1200.0,2.0,46.17
Kanakpura Road,3,1100.0,3.0,58.0
Medahalli,3,1065.0,3.0,72.0
Kannamangala,3,1814.0,3.0,129.0
Ramagondanahalli,3,1610.0,2.0,112.0
Kumaraswami Layout,1,850.0,1.0,78.0
Kasavanhalli,3,1600.0,3.0,79.0
Old Mangammanapalya Road,3,3200.0,4.0,140.0
Canara Bank Colony,3,1250.0,2.0,77.13
Haralur Road,2,1243.0,2.0,46.0
Kanakpura Road,3,1452.0,3.0,60.98
Ittamadu,3,1475.0,3.0,75.0
Electronic City,2,1353.0,2.0,75.0
Maruthi Sevanagar,4,2100.0,3.0,210.0
Electronics City Phase 1,3,1750.0,3.0,58.0
Whitefield,4,4800.0,4.0,550.0
Sahakara Nagar,2,1270.0,2.0,96.0
Battarahalli,4,2700.0,3.0,75.0
8th Phase JP Nagar,4,1200.0,4.0,270.0
Thanisandra,4,2695.0,4.0,188.0
Hessarghatta,3,1330.0,3.0,65.0
Electronic City,2,660.0,1.0,18.0
BTM 2nd Stage,2,1400.0,2.0,90.0
Gubbalala,4,4000.0,5.0,195.0
Kanakpura Road,3,1700.0,3.0,75.0
Kasavanhalli,2,1585.0,2.0,90.0
Kothanur,3,1385.0,3.0,67.0
Electronic City,2,1128.0,2.0,67.0
Whitefield,4,60.0,4.0,218.0
1Kasavanhalli,18,1200.0,18.0,200.0
HSR Layout,2,1203.0,2.0,60.0
Mallasandra,2,905.0,2.0,35.0
Hennur Road,3,1450.0,3.0,79.0
